symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review
SUPRAJIT,Suprajit Engineering Limited,EQ,1.0,Interim Dividend Re 0.35 Per Share,2013-02-14,2013-02-15,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.35 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.35,,,,,1,False,False
AEGISLOG,Aegis Logistics Limited,EQ,1.0,Interim Dividend Rs 1.75 Per Share,2013-02-15,2013-02-19,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.75 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.75,,,,,1,False,False
ALOKTEXT,Alok Industries Limited,EQ,10.0,Rights - 2:3@ Par Rs 10 Per Share,2013-02-15,2013-02-19,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,RIGHTS - 2:3@ PAR RS 10 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,2.0,3.0,,,1,False,False
DHANUKA,Dhanuka Agritech Limited,EQ,2.0,Interim Dividend Rs 1.50 Per Share (Purpose Revised),2013-02-15,2013-02-19,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.50 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
IMPAL,India Motor Parts and Accessories Limited,EQ,10.0,Interim Dividend Rs 6.50 Per Share (Purpose Revised),2013-02-15,2013-02-18,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 6.50 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.5,,,,,1,False,False
INDNIPPON,India Nippon Electricals Limited,EQ,5.0,Interim Dividend Rs 4 Per Share,2013-02-15,2013-02-19,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 4 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.0,,,,,1,False,False
JMFINANCIL,JM Financial Limited,EQ,1.0,Interim Dividend Re 0.40 Per Share,2013-02-15,2013-02-19,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.40 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.4,,,,,1,False,False
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,2.0,Face Value Split Rs 10 To Rs 2,2013-02-15,2013-02-18,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,FACE VALUE SPLIT RS 10 TO RS 2,False,False,True,False,False,False,False,False,False,False,False,SPLIT,,,,,,1,False,True
POWERGRID,Power Grid Corporation of India Limited,EQ,10.0,Interim Dividend Rs 1.61 Per Share (Purpose Revised),2013-02-15,2013-02-19,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.61 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.61,,,,,1,False,False
RAMCOCEM,The Ramco Cements Limited,EQ,1.0,Interim Dividend Rs 1 Per Share (Purpose Revised),2013-02-15,2013-02-19,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 1 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
RAMCOIND,Ramco Industries Limited,EQ,1.0,Interim Dividend Re 0.90 Per Share (Purpose Revised),2013-02-15,2013-02-19,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.90 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.9,,,,,1,False,False
SAIL,Steel Authority of India Limited,EQ,10.0,Interim Dividend Rs 1.60 Per Share (Purpose Revised),2013-02-15,2013-02-18,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.60 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.6,,,,,1,False,False
AMBUJACEM,Ambuja Cements Limited,EQ,2.0,Dividend Rs 2.20 Per Sahre,2013-02-18,,2013-02-21,2013-02-28,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,DIVIDEND RS 2.20 PER SAHRE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.2,,,,,1,False,False
AUROPHARMA,Aurobindo Pharma Limited,EQ,1.0,Interim Dividend Re 1 Per Share,2013-02-18,2013-02-20,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
GAIL,GAIL (India) Limited,EQ,10.0,Interim Dividend Rs 4 Per Share (Purpose Revised),2013-02-18,2013-02-20,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 4 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.0,,,,,1,False,False
GESHIP,The Great Eastern Shipping Company Limited,EQ,10.0,Interim Dividend Rs 3 Per Share,2013-02-18,2013-02-20,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 3 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
PAGEIND,Page Industries Limited,EQ,10.0,Interim Dividend Rs 14 Per Share (Purpose Revised),2013-02-20,2013-02-21,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 14 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,14.0,,,,,1,False,False
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,EQ,2.0,Interim Dividend Of Rs 0.26/- Per Share,2013-02-21,2013-02-22,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND OF RS 0.26/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.26,,,,,1,False,False
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,1.0,Interim Dividend Of Re. 1/- Per Share,2013-02-21,2013-02-22,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND OF RE. 1/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
EROSMEDIA,Eros International Media Limited,EQ,10.0,Interim Dividend Re 1.50 Per Share,2013-02-21,2013-02-22,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
PRECWIRE,Precision Wires India Limited,EQ,1.0,Interim Dividend Rs 2.50 Per Share,2013-02-21,2013-02-22,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
STERTOOLS,Sterling Tools Limited,EQ,2.0,Interim Dividend Rs 5 Per Share (Purpose Revised),2013-02-21,2013-02-23,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 5 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,10.0,Interim Dividend Rs 1.50 Per Share,2013-02-21,2013-02-23,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
NATCOPHARM,Natco Pharma Limited,EQ,2.0,Interim Dividend Rs 4 Per Share,2013-02-22,2013-02-25,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 4 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.0,,,,,1,False,False
BLISSGVS,Bliss GVS Pharma Limited,EQ,1.0,Interim Dividend Rs 0.30 Per Share,2013-02-25,2013-02-26,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 0.30 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.3,,,,,1,False,False
GOLDIAM,Goldiam International Limited,EQ,2.0,Interim Dividend Re 1 Per Share,2013-02-25,2013-02-26,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
HITECHGEAR,The Hi-Tech Gears Limited,EQ,10.0,Interim Dividend Re 1 Per Share,2013-02-25,2013-02-26,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
KKCL,Kewal Kiran Clothing Limited,EQ,10.0,Interim Dividend 6.50 Per Share,2013-02-25,2013-02-26,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND 6.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.5,,,,,1,False,False
KOUTONS,Koutons Retail India Limited,EQ,10.0,Annual General Meeting,2013-02-25,,2013-02-27,2013-03-08,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
NESTLEIND,Nestle India Limited,EQ,1.0,Interim Dividend Rs 12.50 Per Share,2013-02-25,2013-02-26,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 12.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,12.5,,,,,1,False,False
SRF,SRF Limited,EQ,10.0,Interim Dividend Rs 5 Per Share,2013-02-25,2013-02-26,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 5 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
TAKE,TAKE Limited,EQ,1.0,Interim Dividend Re 0.30 Per Share,2013-02-25,2013-02-26,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.30 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.3,,,,,1,False,False
MPSLTD,MPS Limited,EQ,10.0,Interim Dividend Rs 5 Per Share,2013-02-26,2013-02-27,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 5 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
VTMLTD,VTM Limited,EQ,1.0,Interim Div. Of Re. 0.70/- Per Equity Share Re.1/- Each,2013-02-26,2013-02-27,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIV. OF RE. 0.70/- PER EQUITY SHARE RE.1/- EACH,False,False,False,False,False,False,False,False,False,False,False,OTHER,,,,,,0,False,False
RAJPALAYAM,Rajapalayam Mills Limited,EQ,10.0,Interim Div. Of Rs.5/- Per Share Of Rs. 10/- Each.,2013-02-27,2013-02-28,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIV. OF RS.5/- PER SHARE OF RS. 10/- EACH.,False,False,False,False,False,False,False,False,False,False,False,OTHER,,,,,,0,False,False
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,10.0,Interim Dividend Re.1/- Per Share,2013-02-27,2013-02-28,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE.1/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
VKSPL,VKS Projects Limited,EQ,1.0,Face Value Split From Rs 10 To Re 1,2013-02-27,2013-02-28,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,FACE VALUE SPLIT FROM RS 10 TO RE 1,False,False,True,False,False,False,False,False,False,False,False,SPLIT,,,,10.0,1.0,1,False,False
JEYPORE,The Jeypore Sugar Company Limited,EQ,10.0,Annual General Meeting/ Dividend Rs. 2.50/- Per Equity Share Of Rs.10/- Each,2013-02-28,,2013-03-04,2013-03-18,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,ANNUAL GENERAL MEETING/ DIVIDEND RS. 2.50/- PER EQUITY SHARE OF RS.10/- EACH,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,2.5,,,,,1,False,False
KSCL,Kaveri Seed Company Limited,EQ,2.0,Interim Dividend Rs 8 Per Share,2013-02-28,2013-03-01,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 8 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,8.0,,,,,1,False,False
NMDC,NMDC Limited,EQ,1.0,Interim Dividend Re 1 Per Share,2013-02-28,2013-03-01,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
NTPC,NTPC Limited,EQ,10.0,Interim Dividend Rs.3.75 Per Share (Purpose Revised),2013-03-01,2013-03-04,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,INTERIM DIVIDEND RS.3.75 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.75,,,,,1,False,False
RAJRAYON,Raj Rayon Industries Limited,EQ,1.0,Face Value Split From Rs 10 To Re 1,2013-03-04,2013-03-05,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,FACE VALUE SPLIT FROM RS 10 TO RE 1,False,False,True,False,False,False,False,False,False,False,False,SPLIT,,,,10.0,1.0,1,False,False
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,EQ,10.0,Rights 1:5 @ Premium Rs.120 Per Share,2013-03-05,2013-03-06,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,RIGHTS 1:5 @ PREMIUM RS.120 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,5.0,,,1,False,False
IDFC,IDFC Limited,HB,5000.0,Interest Payment,2013-03-05,2013-03-06,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,INTEREST PAYMENT,False,False,False,False,False,False,False,False,False,True,False,INTEREST,,,,,,0,False,False
21STCENMGM,21st Century Management Services Limited,EQ,10.0,Annual General Meeting,2013-03-07,,2013-03-11,2013-03-14,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
BHARATFORG,Bharat Forge Limited,EQ,2.0,Interim Dividend Re 1 Per Share,2013-03-07,2013-03-08,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,INTERIM DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
CARERATING,CARE Ratings Limited,EQ,10.0,Interim Dividend Rs 12 Per Share,2013-03-07,2013-03-08,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,INTERIM DIVIDEND RS 12 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,12.0,,,,,1,False,False
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,1.0,Annual General Meeting,2013-03-07,,2013-03-11,2013-03-22,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
ESCORTS,Escorts Kubota Limited,EQ,10.0,Annual General Meeting/Dividend Rs 1.20 Per Share,2013-03-07,,2013-03-09,2013-03-22,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 1.20 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.2,,,,,1,False,False
KSB,Ksb Limited,EQ,2.0,Second Interim Dividend Rs.4.50 Per Share,2013-03-07,2013-03-08,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,SECOND INTERIM DIVIDEND RS.4.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.5,,,,,1,False,False
ORIENTPPR,Orient Paper & Industries Limited,EQ,1.0,Scheme Of Arrangement,2013-03-07,2013-03-09,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True
PGHL,Procter & Gamble Health Limited,EQ,10.0,Annual General Meeting/Dividend Rs 2.50 Per Share,2013-03-07,,2013-03-09,2013-03-15,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 2.50 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,2.5,,,,,1,False,False
VISESHINFO,Visesh Infotecnics Limited,EQ,1.0,Bonus 1 : 10,2013-03-07,2013-03-08,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,BONUS 1 : 10,False,True,False,False,False,False,False,False,False,False,False,BONUS,,1.0,10.0,,,1,False,False
NLCINDIA,NLC India Limited,EQ,10.0,Interim Dividend Re 1 Per Share,2013-03-11,2013-03-12,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,INTERIM DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
CRISIL,Crisil Limited,EQ,1.0,Annual General Meeting/Dividend Rs 4 Per Share,2013-03-12,,2013-03-14,2013-03-15,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 4 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,4.0,,,,,1,False,False
EICHERMOT,Eicher Motors Limited,EQ,1.0,Annual General Meeting/Dividend Rs 20 Per Share,2013-03-13,,2013-03-15,2013-03-22,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 20 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,20.0,,,,,1,False,False
GDL,Gateway Distriparks Limited,EQ,10.0,Interim Dividend Rs 3 Per Share (Purpose Revised),2013-03-13,2013-03-14,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,INTERIM DIVIDEND RS 3 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
ELAND,E-Land Apparel Limited,EQ,10.0,Annual General Meeting,2013-03-14,,2013-03-18,2013-03-22,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
IDFC,IDFC Limited,HD,5000.0,Interest Payment,2013-03-14,2013-03-15,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,INTEREST PAYMENT,False,False,False,False,False,False,False,False,False,True,False,INTEREST,,,,,,0,False,False
INDIAGLYCO,India Glycols Limited,EQ,5.0,Interim Dividend Rs 4 Per Share,2013-03-14,2013-03-16,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,INTERIM DIVIDEND RS 4 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.0,,,,,1,False,False
KMSUGAR,K.M.Sugar Mills Limited,EQ,2.0,Annual General Meeting,2013-03-14,,2013-03-18,2013-03-22,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
STAN,Standard Chartered PLC,DR,,Dividend,2013-03-14,2013-03-15,,,,,corporate_actions_20130301_20130331.json,NSE corporate actions API,DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True
