symbol_a,symbol_b,source,evidence,effective_date
KOTAKCONS,CONS,same_isin_observed,INF174KA1JE5,2024-03-20
KOTAKMNC,MNC,same_isin_observed,INF174KA1JF2,2024-03-20
KOTAKSILVE,SILVER1,same_isin_observed,INF174KA1KU9,2024-04-16
KOTAKLIQ,LIQUID1,same_isin_observed,INF174KA1LV5,2024-03-20
QUALITY,QUALITY30,same_isin_observed,INF174KA1WT6,2025-07-21
HDFCNIFETF,HDFCNIFTY,same_isin_observed,INF179KC1965,2023-06-16
HDFCSENETF,HDFCSENSEX,same_isin_observed,INF179KC1973,2023-06-16
HDFCMFGETF,HDFCGOLD,same_isin_observed,INF179KC1981,2023-06-16
HBANKETF,HDFCNIFBAN,same_isin_observed,INF179KC1AN8,2023-06-16
SBIGETS,SETFGOLD,same_isin_observed,INF200K01099,2015-11-24
SETFBANK,SETFNIFBK,same_isin_observed,INF200KA1580,2015-11-24
SETFNIFJR,SETFNN50,same_isin_observed,INF200KA1598,2015-11-26
SETFNIFTY,SETFNIF50,same_isin_observed,INF200KA1FS1,2015-11-24
RELCNX100,NETFNIF100,same_isin_observed,INF204K014N5,2019-10-30
NETFNIF100,NIF100BEES,same_isin_observed,INF204K014N5,2022-05-10
RELNV20,NETFNV20,same_isin_observed,INF204KA17D8,2019-10-30
RELCONS,NETFCONSUM,same_isin_observed,INF204KA1LD7,2019-10-30
NETFCONSUM,CONSUMBEES,same_isin_observed,INF204KA1LD7,2022-05-10
RELDIVOPP,NETFDIVOPP,same_isin_observed,INF204KA1MS3,2019-10-30
NETFDIVOPP,DIVOPPBEES,same_isin_observed,INF204KA1MS3,2022-05-10
NETFIT,ITBEES,same_isin_observed,INF204KB15V2,2022-05-10
RRSLGETF,NETFLTGILT,same_isin_observed,INF204KB1882,2019-10-30
NETFLTGILT,LTGILTBEES,same_isin_observed,INF204KB1882,2022-05-10
NETFNV20,NV20BEES,same_isin_observed,INF204KB18I3,2022-05-10
NCPSESDL24,SDL24BEES,same_isin_observed,INF204KB18W4,2022-05-10
RETFMID150,NETFMID150,same_isin_observed,INF204KB1V68,2019-10-30
NETFMID150,MID150BEES,same_isin_observed,INF204KB1V68,2022-05-10
NETFSDL26,SDL26BEES,same_isin_observed,INF204KC1022,2022-05-10
NETFGILT5Y,GILT5YBEES,same_isin_observed,INF204KC1030,2022-05-10
NETFPHARMA,PHARMABEES,same_isin_observed,INF204KC1089,2022-05-10
NETFAUTO,AUTOBEES,same_isin_observed,INF204KC1337,2022-05-10
NETFSILVER,SILVERBEES,same_isin_observed,INF204KC1402,2022-05-10
RELIGAREGO,IVZINGOLD,same_isin_observed,INF205K01361,2016-06-23
RELGRNIFTY,IVZINNIFTY,same_isin_observed,INF205K01DA9,2016-06-23
M100,MOM100,same_isin_observed,INF247L01023,2021-06-16
N100,MON100,same_isin_observed,INF247L01031,2021-06-16
M50,MOM50,same_isin_observed,INF247L01536,2021-06-16
G5,MOGSEC,same_isin_observed,INF247L01AK4,2021-06-16
SPICE,ISENSEX,same_isin_observed,INF346A01034,2014-08-18
ISENSEX,SENSEXIWIN,same_isin_observed,INF346A01034,2016-07-25
SENSEXIWIN,ICICISENSX,same_isin_observed,INF346A01034,2018-04-10
ICICISENSX,SENSEXIETF,same_isin_observed,INF346A01034,2023-12-20
KOTAKPSUBK,PSUBANK,same_isin_observed,INF373I01023,2024-03-20
IDBIGOLD,LICMFGOLD,same_isin_observed,INF397L01554,2023-07-31
GROWEV,GROWWEV,same_isin_observed,INF666M01IH2,2024-08-23
DSPN50ETF,NIFTY50ADD,same_isin_observed,INF740KA1CL0,2024-02-15
NIFTY50ADD,NIFTYADD,same_isin_observed,INF740KA1CL0,2025-12-15
DSPNEWETF,EQUAL50ADD,same_isin_observed,INF740KA1QK2,2024-02-15
DSPQ50ETF,MIDQ50ADD,same_isin_observed,INF740KA1QL0,2024-02-15
DSPSILVETF,SILVERADD,same_isin_observed,INF740KA1RE3,2024-02-15
DSPBANKETF,BANKETFADD,same_isin_observed,INF740KA1RX3,2024-02-15
BANKETFADD,BANKADD,same_isin_observed,INF740KA1RX3,2025-12-15
DSPGOLDETF,GOLDETFADD,same_isin_observed,INF740KA1SW3,2024-02-15
GOLDETFADD,GOLDADD,same_isin_observed,INF740KA1SW3,2025-12-15
DSPITETF,ITETFADD,same_isin_observed,INF740KA1SX1,2024-02-15
ITETFADD,ITADD,same_isin_observed,INF740KA1SX1,2025-12-15
DSPPSBKETF,PSUBANKADD,same_isin_observed,INF740KA1SY9,2024-02-15
DSPSENXETF,SENSEXADD,same_isin_observed,INF740KA1SZ6,2024-02-15
DSPPVBKETF,PVTBANKADD,same_isin_observed,INF740KA1TA7,2024-02-15
LICNMFET,LICNETFGSC,same_isin_observed,INF767K01MV5,2015-12-30
LICNFENGP,LICNETFN50,same_isin_observed,INF767K01OS7,2016-01-15
MAN50ETF,NIFTYETF,same_isin_observed,INF769K01EG9,2023-09-01
MANXT50,NEXT50,same_isin_observed,INF769K01FN2,2023-09-01
MAESGETF,ESG,same_isin_observed,INF769K01GS9,2023-09-01
MAFSETF,BFSI,same_isin_observed,INF769K01HI8,2023-09-01
MAMFGETF,MAKEINDIA,same_isin_observed,INF769K01IB1,2023-09-01
MAM150ETF,MIDCAPETF,same_isin_observed,INF769K01IC9,2023-09-01
MAGOLDETF,GOLDETF,same_isin_observed,INF769K01JP9,2023-09-01
MANV30F,LOWVOL,same_isin_observed,INF769K01JU9,2023-09-01
MAGS813ETF,GSEC10YEAR,same_isin_observed,INF769K01KF8,2023-09-04
MASILVER,SILVRETF,same_isin_observed,INF769K01KG6,2023-09-01
SILVRETF,SILVERAG,same_isin_observed,INF769K01KG6,2025-09-15
UTISXN50,SNXT50BETA,same_isin_observed,INF789F1AUU3,2025-12-24
UTIBANKETF,BANKBETA,same_isin_observed,INF789F1AUV1,2025-12-24
UTINEXT50,NEXT50BETA,same_isin_observed,INF789F1AUW9,2025-12-24
GOLDSHARE,GOLDBETA,same_isin_observed,INF789F1AUX7,2025-12-24
SILVERETF,SILVERBETA,same_isin_observed,INF789F1AYK6,2025-12-24
NIFMID150,MIDCAPBETA,same_isin_observed,INF789F1AYX9,2025-12-24
UTINIFTETF,NIFTYBETA,same_isin_observed,INF789F1AZC0,2025-12-24
NIFITETF,ITBETA,same_isin_observed,INF789F1AZD8,2025-12-24
NIF5GETF,GILT5BETA,same_isin_observed,INF789F1AZE6,2025-12-24
NIF10GETF,GILT10BETA,same_isin_observed,INF789F1AZF3,2025-12-24
UTISENSETF,SENSEXBETA,same_isin_observed,INF789FB1X58,2025-12-24
