company_name,old_symbol,new_symbol,effective_date
UNO Minda Limited,MINDAIND,UNOMINDA,2022-08-05
UPL Limited,UNIPHOS,UPL,2013-10-23
UTI BSE Sensex ETF,UTISENSETF,SENSEXBETA,2025-12-24
UTI BSE Sensex Next 50 ETF,UTISXN50,SNXT50BETA,2025-12-24
UTI Mutual Fund - UTI Gold Exchange Traded Fund,GOLDSHARE,GOLDBETA,2025-12-24
UTI Mutual Fund - UTI NIfty Next 50 Exchange Traded Fund - UTI NIFTY N,UTINEXT50,NEXT50BETA,2025-12-24
UTI Mutual Fund - UTI Nifty 10 yr Benchmark G-Sec ETF,NIF10GETF,GILT10BETA,2025-12-24
UTI Mutual Fund - UTI Nifty 5 yr Benchmark G-Sec ETF,NIF5GETF,GILT5BETA,2025-12-24
UTI Mutual Fund - UTI Nifty IT ETF,NIFITETF,ITBETA,2025-12-24
UTI Mutual Fund - UTI Nifty Midcap 150 Exchange Traded Fund (ETF),NIFMID150,MIDCAPBETA,2025-12-24
UTI Mutual Fund - UTI Silver Exchange Traded Fund (UTI Silver ETF),SILVERETF,SILVERBETA,2025-12-24
UTI Nifty 50 ETF,UTINIFTETF,NIFTYBETA,2025-12-24
UTI Nifty Bank ETF,UTIBANKETF,BANKBETA,2025-12-24
Ujaas Energy Limited,MBSWITCH,UJAAS,2013-09-23
United Foodbrands Limited,BARBEQUE,UFBL,2025-10-13
United Spirits Limited,MCDOWELL-N,UNITDSPR,2024-06-07
Univa Foods Limited,HOTELRUGBY,UNIVAFOODS,2022-11-23
Uravi Defence and Technology Limited,URAVI,URAVIDEF,2025-01-16
Usha Martin Education & Solutions Limited,UMITL,UMESL,2010-01-07
Usha Martin Limited,USHABEL,USHAMART,2004-10-20
Uttam Value Steels Limited,LLOYDSTEEL,UTTAMVALUE,2013-04-29
V2 Retail Limited,VISHALRET,V2RETAIL,2012-02-24
VA Tech Wabag Limited,VATECH,WABAG,2010-12-15
VARVEE GLOBAL LIMITED,AARVEEDEN,VGL,2025-10-13
VIP Clothing Limited,MAXWELL,VIPCLOTHNG,2016-12-21
VISA Chrome Limited,VISASTEEL,VISACHROME,2026-05-20
VTX Industries Limited,VIJAYTEX,VTXIND,2011-04-04
Vaibhav Global Limited,VAIBHAVGEM,VAIBHAVGBL,2012-12-24
Vakrangee Limited,VAKRANSOFT,VAKRANGEE,2013-11-27
Value Industries Limited,VDOCONAPPL,VALUEIND,2008-05-22
Vardhman Holdings Limited,VSGML,VHL,2006-04-17
Vardhman Textiles Limited,MAHAVIRSPG,VTL,2006-10-11
Vatsa Music Limited,BABABUSERV,VATSMUSC,2001-08-20
Vedanta Limited,SSLT,VEDL,2015-05-07
Vedanta Limited,SESAGOA,SSLT,2013-10-04
Vedanta Power Limited,VPL,VEDPOWER,2026-06-11
Veedol Corporation Limited,TIDEWATER,VEEDOL,2024-10-09
Venky's (India) Limited,WESTHATCH,VENKEYS,2003-09-17
Vertis Infrastructure Trust,HIGHWAYS,VERTIS,2025-07-22
Videocon Industries Limited,VDOLEASE,VIDEOIND,2004-09-21
Vidhi Specialty Food Ingredients Limited,VIDHIDYE,VIDHIING,2017-03-01
Vikas EcoTech Limited,VIKASGLOB,VIKASECO,2015-12-21
Vikas Lifecare Limited,VIKASMCORP,VIKASLIFE,2021-05-06
Visdem Technosys Limited,KEL,VISDEM,2026-08-06
Viyash Scientific Limited,SEQUENT,VIYASH,2026-01-23
W S Industries (I) Limited,WSIND,WSI,2007-08-01
WABCO India Limited,WABCO-TVS,WABCOINDIA,2011-09-06
WE WIN LIMITED,SUREVIN,WEWIN,2020-07-01
Wartsila India Limited,WARTDEISEL,WARTSILA,2000-09-20
Welspun Corp Limited,WELGUJ,WELCORP,2010-05-17
Welspun Enterprises Limited,WELPROJ,WELENT,2015-06-24
Welspun Enterprises Limited,MSKPROJ,WELPROJ,2011-01-04
Welspun Living Limited,WELSPUNIND,WELSPUNLIV,2023-12-14
Wendt (India) Limited,WENDTINDIA,WENDT,2006-08-07
WinPro Industries Limited,JUMPNET,WINPRO,2021-12-22
Windsor Machines Limited,DGPWINDSOR,WINDSOR,2005-04-05
Winsome Diamonds and Jewellery Limited,SURAJDIAMN,WINSOMEDJ,2012-07-24
Wonder Electricals Limited,WFL,WEL,2023-01-04
Wopolin Plastics Limited,BAJAJPLAST,WOPOLIN,2005-11-23
Worth Peripherals Limited,WORTH,WORTHPERI,2025-10-10
Wyeth Limited,WYETHLEDE,WYETH,2006-09-01
XL Energy Limited,XLTL,XLTELENE,2009-07-22
XL Energy Limited,XLTELENE,XLENERGY,2010-12-13
Xchanging Solutions Limited,CAMBRIDGE,XCHANGING,2012-06-25
Xchanging Solutions Limited,SCANDENT,CAMBRIDGE,2006-07-17
Yaari Digital Integrated Services Limited,IBWSL,SORILHOLD,2017-04-18
Yaari Digital Integrated Services Limited,YAARII,YAARI,2021-12-15
Yaari Digital Integrated Services Limited,SORILHOLD,IBULISL,2018-06-08
Yaari Digital Integrated Services Limited,IBULISL,YAARII,2020-12-08
ZUARI INDUSTRIES LIMITED,ZUARIAGRO,ZUARIGLOB,2012-09-25
ZUARI INDUSTRIES LIMITED,ZUARIGLOB,ZUARIIND,2022-07-04
Zandu Realty Limited,ZANDUPHARM,ZANDUREALT,2010-03-10
Zee Entertainment Enterprises Limited,ZEETELE,ZEEL,2007-02-28
Zee Media Corporation Limited,ZEENEWS,ZEEMEDIA,2013-07-30
Zenith Steel Pipes & Industries Limited,ZENITHBIR,ZENITHSTL,2020-08-19
Zensar Technologies Limited,FUJITSICIM,ZENSARTECH,2004-03-04
Zydus Lifesciences Limited,CADILAHC,ZYDUSLIFE,2022-03-07
e-Serve International Limited,CITICORSEC,E-SERVEINT,2003-07-09
iGate Global Solutions Limited,MASCOT,IGS,2003-08-07
,780LTFL30,799LTFL30,2025-02-19
