symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review,repair_status,repair_reason,security_id,identity_match_method,is_nifty500_member_on_ex_date
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,1.0,Buyback,2018-09-11,2018-09-12,,,,,corporate_actions_20180901_20180930.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_3FEBC275AA7F,ACTIVE_DATE_MATCH,True
REDINGTON,Redington Limited,EQ,2.0,Buyback,2018-09-27,2018-09-28,,,,,corporate_actions_20180901_20180930.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_4E64EBA18B02,ACTIVE_DATE_MATCH,True
KIOCL,KIOCL Limited,EQ,10.0,Buyback,2018-09-28,2018-10-01,,,,,corporate_actions_20180901_20180930.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_AE4994F757D1,ACTIVE_DATE_MATCH,True
JUSTDIAL,Just Dial Limited,EQ,10.0,Buyback,2018-10-11,2018-10-12,,,,,corporate_actions_20181001_20181031.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_855E4F920F23,ACTIVE_DATE_MATCH,True
LT,Larsen & Toubro Limited,EQ,2.0,Buyback,2018-10-12,2018-10-15,,,,,corporate_actions_20181001_20181031.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_BD47FE0A54BC,ACTIVE_DATE_MATCH,True
NLCINDIA,NLC India Limited,EQ,10.0,Buyback,2018-10-23,2018-10-24,,,,,corporate_actions_20181001_20181031.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_046B9E4F246F,ACTIVE_DATE_MATCH,True
MPHASIS,MphasiS Limited,EQ,10.0,Buyback,2018-10-24,2018-10-25,,,,,corporate_actions_20181001_20181031.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D3E18AD37B1B,ACTIVE_DATE_MATCH,True
COX&KINGS,Cox & Kings Limited,EQ,5.0,Scheme Of Demerger,2018-10-25,2018-10-26,,,,,corporate_actions_20181001_20181031.json,NSE corporate actions API,SCHEME OF DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_F10717A1FD65,ACTIVE_DATE_MATCH,False
CESC,CESC Limited,EQ,1.0,Composite Scheme Of Arrangement,2018-10-30,2018-10-31,,,,,corporate_actions_20181001_20181031.json,NSE corporate actions API,COMPOSITE SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_9FB7052822E7,ACTIVE_DATE_MATCH,False
BHEL,Bharat Heavy Electricals Limited,EQ,2.0,Buyback,2018-11-05,2018-11-06,,,,,corporate_actions_20181101_20181130.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_F24EF99FB1C3,ACTIVE_DATE_MATCH,True
SHALPAINTS,Shalimar Paints Limited,EQ,2.0,Rights 3:2 @ Premium Rs 62.50/-,2018-11-06,2018-11-09,,,,,corporate_actions_20181101_20181130.json,NSE corporate actions API,RIGHTS 3:2 @ PREMIUM RS 62.50/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,3.0,2.0,,,1,False,False,UNCHANGED,,NSE_716B25C5D035,ACTIVE_DATE_MATCH,False
VIKASECO,Vikas EcoTech Limited,EQ,1.0,Scheme Of Arrangement Of Demerger,2018-11-19,2018-11-21,,,,,corporate_actions_20181101_20181130.json,NSE corporate actions API,SCHEME OF ARRANGEMENT OF DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_AC69DC0AF5A5,ACTIVE_DATE_MATCH,False
HCC,Hindustan Construction Company Limited,EQ,1.0,Rights 49:100 @ Premium Rs 9/-,2018-11-20,2018-11-22,,,,,corporate_actions_20181101_20181130.json,NSE corporate actions API,RIGHTS 49:100 @ PREMIUM RS 9/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,49.0,100.0,,,1,False,False,UNCHANGED,,NSE_B3012E7D6C4A,ACTIVE_DATE_MATCH,True
ARVIND,Arvind Limited,EQ,10.0,Demerger,2018-11-28,2018-11-29,,,,,corporate_actions_20181101_20181130.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_C60D64EC58FE,ACTIVE_DATE_MATCH,False
NHPC,NHPC Limited,EQ,10.0,Buyback,2018-11-29,2018-11-30,,,,,corporate_actions_20181101_20181130.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_11AC767B4B31,ACTIVE_DATE_MATCH,True
BOSCHLTD,Bosch Limited,EQ,10.0,Buyback,2018-12-20,2018-12-21,,,,,corporate_actions_20181201_20181231.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_78D31F8AF004,ACTIVE_DATE_MATCH,True
SKFINDIA,SKF India Limited,EQ,10.0,Buyback,2018-12-20,2018-12-21,,,,,corporate_actions_20181201_20181231.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_20780186B67E,ACTIVE_DATE_MATCH,True
IOC,Indian Oil Corporation Limited,EQ,10.0,Buyback,2018-12-21,2018-12-25,,,,,corporate_actions_20181201_20181231.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_6139CAE11930,ACTIVE_DATE_MATCH,True
LGBFORGE,LGB Forge Limited,EQ,1.0,Rights 588:1000@ Premium Rs 2/-,2019-01-03,2019-01-04,,,,,corporate_actions_20190101_20190131.json,NSE corporate actions API,RIGHTS 588:1000@ PREMIUM RS 2/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,588.0,1000.0,,,1,False,False,UNCHANGED,,NSE_1A57BB7D860B,ACTIVE_DATE_MATCH,False
BSOFT,BIRLASOFT LIMITED,EQ,2.0,Composite Scheme Of Arrangement,2019-01-24,2019-01-25,,,,,corporate_actions_20190101_20190131.json,NSE corporate actions API,COMPOSITE SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_64BF9F3DBA41,UNIQUE_SYMBOL_HISTORY,False
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,10.0,Rights 21:100 @ Premium Rs 76 Per Share,2019-01-31,2019-02-01,,,,,corporate_actions_20190101_20190131.json,NSE corporate actions API,RIGHTS 21:100 @ PREMIUM RS 76 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,21.0,100.0,,,1,False,False,UNCHANGED,,NSE_BD4EF798E200,ACTIVE_DATE_MATCH,False
STAN,Standard Chartered PLC,DR,,Dividend,2019-03-07,2019-03-08,,,,,corporate_actions_20190301_20190331.json,NSE corporate actions API,DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
AARTIDRUGS,Aarti Drugs Limited,EQ,10.0,Buyback,2019-03-28,2019-03-29,,,,,corporate_actions_20190301_20190331.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_6B14B0471978,ACTIVE_DATE_MATCH,False
IDEA,Vodafone Idea Limited,EQ,10.0,Rights 87:38 @ Premium Of Rs 2.50 Per Share,2019-03-29,2019-04-02,,,,,corporate_actions_20190301_20190331.json,NSE corporate actions API,RIGHTS 87:38 @ PREMIUM OF RS 2.50 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,87.0,38.0,,,1,False,False,UNCHANGED,,NSE_80AB9D46A211,ACTIVE_DATE_MATCH,True
BHARATGEAR,Bharat Gears Limited,EQ,10.0,Rights 1:7 @ Premium Rs 95 Per Share,2019-04-02,2019-04-03,,,,,corporate_actions_20190401_20190430.json,NSE corporate actions API,RIGHTS 1:7 @ PREMIUM RS 95 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,7.0,,,1,False,False,UNCHANGED,,NSE_FBB961203DF8,ACTIVE_DATE_MATCH,False
COLPAL,Colgate Palmolive (India) Limited,EQ,1.0,Interim Dividend,2019-04-05,2019-04-08,,,,,corporate_actions_20190401_20190430.json,NSE corporate actions API,INTERIM DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,NSE_23D9B582F892,ACTIVE_DATE_MATCH,True
HTMEDIA,HT Media Limited,EQ,2.0,Demerger,2019-04-09,2019-04-10,,,,,corporate_actions_20190401_20190430.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_D5ACCFD1139D,ACTIVE_DATE_MATCH,False
BHARTIARTL,Bharti Airtel Limited,EQ,5.0,Rights 19:67 @ Premium Rs 215 Per Share,2019-04-23,2019-04-24,,,,,corporate_actions_20190401_20190430.json,NSE corporate actions API,RIGHTS 19:67 @ PREMIUM RS 215 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,19.0,67.0,,,1,False,False,UNCHANGED,,NSE_BD4742D366FC,ACTIVE_DATE_MATCH,True
PRAKASH,Prakash Industries Limited,EQ,10.0,Demerger,2019-04-23,2019-04-24,,,,,corporate_actions_20190401_20190430.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_400E6C0FE473,ACTIVE_DATE_MATCH,False
5PAISA,5Paisa Capital Limited,EQ,10.0,Rights 1:1 @ Premium Rs 70 Per Share,2019-05-28,2019-05-29,,,,,corporate_actions_20190501_20190531.json,NSE corporate actions API,RIGHTS 1:1 @ PREMIUM RS 70 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,1.0,,,1,False,False,UNCHANGED,,NSE_B855E2A8BE25,ACTIVE_DATE_MATCH,False
DCM,DCM  Limited,EQ,10.0,Demerger,2019-05-30,2019-05-31,,,,,corporate_actions_20190501_20190531.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_0761640B9E49,ACTIVE_DATE_MATCH,False
IIFL,IIFL Finance Limited,EQ,2.0,Scheme Of Arrangement,2019-05-30,2019-05-31,,,,,corporate_actions_20190501_20190531.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_F96D3907BEE7,ACTIVE_DATE_MATCH,False
FDC,FDC Limited,EQ,1.0,Buyback,2019-06-06,2019-06-07,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_F0C8DB46A2B5,ACTIVE_DATE_MATCH,True
GEECEE,GeeCee Ventures Limited,EQ,10.0,Buyback,2019-06-06,2019-06-07,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_DCDCA8322F8D,ACTIVE_DATE_MATCH,False
PENPEBS,Pennar Engineered Building Systems Limited,EQ,10.0,Scheme Of Amalgamation,2019-06-07,2019-06-10,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,SCHEME OF AMALGAMATION,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_D380A07D5F89,UNIQUE_SYMBOL_HISTORY,False
SOTL,Savita Oil Technologies Limited,EQ,2.0,Buyback,2019-06-11,2019-06-12,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_65C212D15FAC,ACTIVE_DATE_MATCH,False
KPRMILL,K.P.R. Mill Limited,EQ,1.0,Buyback,2019-06-18,2019-06-19,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_03C46C5018D2,ACTIVE_DATE_MATCH,True
TRIVENI,Triveni Engineering & Industries Limited,EQ,1.0,Buyback,2019-06-18,2019-06-19,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_C5E1346C906E,ACTIVE_DATE_MATCH,False
SHK,S H Kelkar and Company Limited,EQ,10.0,Buyback,2019-06-19,2019-06-20,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_F8512C975E62,ACTIVE_DATE_MATCH,True
ADANIPORTS,Adani Ports and Special Economic Zone Limited,EQ,2.0,Buyback,2019-06-20,2019-06-21,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D7198FEB3064,ACTIVE_DATE_MATCH,True
WIPRO,Wipro Limited,EQ,2.0,Buyback,2019-06-20,2019-06-21,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_060294DF8B9D,ACTIVE_DATE_MATCH,True
TATASTLLP,Tata Steel Long Products Limited,EQ,10.0,Rights 15:7@ Premium Rs 490 Per Share,2019-06-24,2019-06-25,,,,,corporate_actions_20190601_20190630.json,NSE corporate actions API,RIGHTS 15:7@ PREMIUM RS 490 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,15.0,7.0,,,1,False,False,UNCHANGED,,NSE_418B7FB30526,UNIQUE_SYMBOL_HISTORY,False
AARTIIND,Aarti Industries Limited,EQ,5.0,Scheme Of Demerger,2019-07-03,2019-07-04,,,,,corporate_actions_20190701_20190731.json,NSE corporate actions API,SCHEME OF DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_81E1BA306A07,ACTIVE_DATE_MATCH,False
SASKEN,Sasken Technologies Limited,EQ,10.0,Buyback,2019-07-04,2019-07-05,,,,,corporate_actions_20190701_20190731.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_0B5AA674D91D,ACTIVE_DATE_MATCH,False
STARCEMENT,Star Cement Limited,EQ,1.0,Buyback,2019-07-04,2019-07-05,,,,,corporate_actions_20190701_20190731.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_9ABAD18182CF,ACTIVE_DATE_MATCH,True
WELCORP,Welspun Corp Limited,EQ,5.0,Buyback,2019-07-04,2019-07-05,,,,,corporate_actions_20190701_20190731.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_DD6A0E2BA440,ACTIVE_DATE_MATCH,True
GREAVESCOT,Greaves Cotton Limited,EQ,2.0,Buyback,2019-07-11,2019-07-12,,,,,corporate_actions_20190701_20190731.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_57BC5308EED3,ACTIVE_DATE_MATCH,True
TTML,Tata Teleservices (Maharashtra) Limited,EQ,10.0,De-Merger,2019-07-11,2019-07-12,,,,,corporate_actions_20190701_20190731.json,NSE corporate actions API,DE-MERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_9BE1DE6AAF18,ACTIVE_DATE_MATCH,False
ERIS,Eris Lifesciences Limited,EQ,1.0,Buyback,2019-07-12,2019-07-15,,,,,corporate_actions_20190701_20190731.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_8CDF4E326200,ACTIVE_DATE_MATCH,True
GREENPLY,Greenply Industries Limited,EQ,1.0,Demerger,2019-07-12,2019-07-15,,,,,corporate_actions_20190701_20190731.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_E33BF28052EC,ACTIVE_DATE_MATCH,False
BSE,BSE Limited,EQ,2.0,Buyback,2019-07-26,2019-07-29,,,,,corporate_actions_20190701_20190731.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_421D2CAC1A97,ACTIVE_DATE_MATCH,True
GFLLIMITED,GFL Limited,EQ,1.0,Demerger,2019-08-06,2019-08-07,,,,,corporate_actions_20190801_20190831.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_6835A4E7227D,ACTIVE_DATE_MATCH,False
STAN,Standard Chartered PLC,DR,,Interim Dividend,2019-08-08,2019-08-09,,,,,corporate_actions_20190801_20190831.json,NSE corporate actions API,INTERIM DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
SMARTLINK,Smartlink Holdings Limited,EQ,2.0,Buyback,2019-08-09,2019-08-13,,,,,corporate_actions_20190801_20190831.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_2FFC24565555,ACTIVE_DATE_MATCH,False
GANDHITUBE,Gandhi Special Tubes Limited,EQ,5.0,Buyback,2019-08-14,2019-08-16,,,,,corporate_actions_20190801_20190831.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_849F12483618,ACTIVE_DATE_MATCH,False
AGI,AGI Greenpac Limited,EQ,2.0,Demerger,2019-08-19,2019-08-20,,,,,corporate_actions_20190801_20190831.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_CBDF2B22A73F,UNIQUE_SYMBOL_HISTORY,False
BRITANNIA,Britannia Industries Limited,EQ,1.0,Scheme Of Arangement- Bonus - 1 Debenture For 1 Equity Share Held,2019-08-22,2019-08-23,,,,,corporate_actions_20190801_20190831.json,NSE corporate actions API,SCHEME OF ARANGEMENT- BONUS - 1 DEBENTURE FOR 1 EQUITY SHARE HELD,False,False,False,False,False,True,False,False,False,False,False,DEBENTURE_ENTITLEMENT,,,,,,1,False,True,RECLASSIFIED,A debenture entitlement is not an ordinary-equity bonus.,NSE_444C594AB9B7,ACTIVE_DATE_MATCH,True
ALEMBICLTD,Alembic Limited,EQ,2.0,Demerger,2019-08-26,2019-08-27,,,,,corporate_actions_20190801_20190831.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_C9C5A501D2C2,ACTIVE_DATE_MATCH,False
ZUARI,Zuari Agro Chemicals Limited,EQ,10.0,Rights:14 Compulosry Convertible Debentures For Every 15 Equity Shares,2019-09-13,2019-09-16,,,,,corporate_actions_20190901_20190930.json,NSE corporate actions API,RIGHTS:14 COMPULOSRY CONVERTIBLE DEBENTURES FOR EVERY 15 EQUITY SHARES,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,,,,,1,False,True,UNCHANGED,,NSE_EC158FD7D88A,ACTIVE_DATE_MATCH,False
PATELENG,Patel Engineering Limited,EQ,1.0,Rights 7:5 @ Premium Rs 8/- Per Share,2019-09-17,2019-09-18,,,,,corporate_actions_20190901_20190930.json,NSE corporate actions API,RIGHTS 7:5 @ PREMIUM RS 8/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,7.0,5.0,,,1,False,False,UNCHANGED,,NSE_7F8B1EBDE62B,ACTIVE_DATE_MATCH,False
TATACOMM,Tata Communications Limited,EQ,10.0,Demerger,2019-09-17,2019-09-18,,,,,corporate_actions_20190901_20190930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_C941893EE311,ACTIVE_DATE_MATCH,False
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,1.0,Rights 19:100 @ Premium Rs 45.70/-,2019-09-24,2019-09-25,,,,,corporate_actions_20190901_20190930.json,NSE corporate actions API,RIGHTS 19:100 @ PREMIUM RS 45.70/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,19.0,100.0,,,1,False,False,UNCHANGED,,NSE_63EB9280D90F,ACTIVE_DATE_MATCH,False
ABREL,Aditya Birla Real Estate Limited,EQ,10.0,Demerger,2019-10-11,2019-10-14,,,,,corporate_actions_20191001_20191031.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
NIITLTD,NIIT Limited,EQ,2.0,Buyback,2019-10-17,2019-10-18,,,,,corporate_actions_20191001_20191031.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_9AE82A200CBD,ACTIVE_DATE_MATCH,False
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,1.0,Buyback,2019-11-21,2019-11-22,,,,,corporate_actions_20191101_20191130.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_3FEBC275AA7F,ACTIVE_DATE_MATCH,True
KSCL,Kaveri Seed Company Limited,EQ,2.0,Buyback,2019-11-21,2019-11-22,,,,,corporate_actions_20191101_20191130.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_8B27DC002544,ACTIVE_DATE_MATCH,True
MOIL,MOIL Limited,EQ,10.0,Buyback,2019-11-26,2019-11-27,,,,,corporate_actions_20191101_20191130.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D9F56642B79E,ACTIVE_DATE_MATCH,True
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,1.0,Demerger,2019-12-05,2019-12-06,,,,,corporate_actions_20191201_20191231.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_AA256B638694,ACTIVE_DATE_MATCH,False
ABB,ABB India Limited,EQ,2.0,Demerger,2019-12-20,2019-12-23,,,,,corporate_actions_20191201_20191231.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_FE37750EBD83,ACTIVE_DATE_MATCH,False
KESORAMIND,Kesoram Industries Limited,EQ,10.0,Demerger,2019-12-24,2019-12-26,,,,,corporate_actions_20191201_20191231.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_4723627B4BA6,ACTIVE_DATE_MATCH,False
JINDALPOLY,Jindal Poly Films Limited,EQ,10.0,Demerger,2019-12-30,2019-12-31,,,,,corporate_actions_20191201_20191231.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_3E5680388E4E,ACTIVE_DATE_MATCH,False
PEL,Piramal Enterprises Limited,EQ,2.0,Rights 11:83 @ Premium Rs 1298/-,2019-12-30,2019-12-31,,,,,corporate_actions_20191201_20191231.json,NSE corporate actions API,RIGHTS 11:83 @ PREMIUM RS 1298/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,11.0,83.0,,,1,False,False,UNCHANGED,,NSE_A4B76A210E61,ACTIVE_DATE_MATCH,True
SUVEN,Suven Life Sciences Limited,EQ,1.0,Demerger,2020-01-21,2020-01-22,,,,,corporate_actions_20200101_20200131.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_3BC23EE3CDD9,ACTIVE_DATE_MATCH,False
BAJAJELEC,Bajaj Electricals Limited,EQ,2.0,Rights 13:118 @ Premium Rs 308/-,2020-02-05,2020-02-06,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,RIGHTS 13:118 @ PREMIUM RS 308/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,13.0,118.0,,,1,False,False,UNCHANGED,,NSE_E058EC23D204,ACTIVE_DATE_MATCH,True
BROOKS,Brooks Laboratories Limited,EQ,10.0,Rights 9:20 @ Premium Rs 10/-,2020-02-11,2020-02-12,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,RIGHTS 9:20 @ PREMIUM RS 10/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,9.0,20.0,,,1,False,False,UNCHANGED,,NSE_D30041B1CC8C,ACTIVE_DATE_MATCH,False
ARROWGREEN,Arrow Greentech Limited,EQ,10.0,Rights 1:5 @ Premium Rs 26/-,2020-02-12,2020-02-13,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,RIGHTS 1:5 @ PREMIUM RS 26/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,5.0,,,1,False,False,UNCHANGED,,NSE_3E5D44A5FBE6,ACTIVE_DATE_MATCH,False
ARCHIDPLY,Archidply Industries Limited,EQ,10.0,Demerger,2020-02-13,2020-02-14,,,,,corporate_actions_20200201_20200229.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1C084B086A78,ACTIVE_DATE_MATCH,False
