as_of_date,symbol,security_name,industry,source_file,source_page,security_id,identity_match_method,identity_candidate_count
2014-08-28,RAMCOIND,Ramco Industries Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,15,NSE_241E65AA24F6,ACTIVE_DATE_MATCH,1
2014-08-28,RANBAXY,Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,15,NSE_D484E901E05E,ACTIVE_DATE_MATCH,1
2014-08-28,RASOYPR,Rasoya Proteins Ltd.,SOLVENT EXTRACTION,cnx500_Aug2014.pdf,15,NSE_7110B3E95EA1,ACTIVE_DATE_MATCH,1
2014-08-28,RAYMOND,Raymond Ltd.,TEXTILE PRODUCTS,cnx500_Aug2014.pdf,15,NSE_3E4C170F0F10,ACTIVE_DATE_MATCH,1
2014-08-28,RCF,Rashtriya Chemicals & Fertilizers Ltd.,FERTILISERS,cnx500_Aug2014.pdf,15,NSE_78930426173B,ACTIVE_DATE_MATCH,1
2014-08-28,RCOM,Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,cnx500_Aug2014.pdf,15,NSE_A935B8CC4714,ACTIVE_DATE_MATCH,1
2014-08-28,RECLTD,Rural Electrification Corporation Ltd.,FINANCIAL INSTITUTION,cnx500_Aug2014.pdf,15,NSE_F7F0978600C5,ACTIVE_DATE_MATCH,1
2014-08-28,REDINGTON,Redington (India) Ltd.,TRADING,cnx500_Aug2014.pdf,15,NSE_4E64EBA18B02,ACTIVE_DATE_MATCH,1
2014-08-28,REIAGROLTD,Rei Agro Ltd.,FOOD AND FOOD PROCESSING,cnx500_Aug2014.pdf,15,NSE_F08DF88997C8,ACTIVE_DATE_MATCH,1
2014-08-28,RELCAPITAL,Reliance Capital Ltd.,FINANCE,cnx500_Aug2014.pdf,15,NSE_2B12B6998928,ACTIVE_DATE_MATCH,1
2014-08-28,RELIANCE,Reliance Industries Ltd.,REFINERIES,cnx500_Aug2014.pdf,15,NSE_B81E8F19FC12,ACTIVE_DATE_MATCH,1
2014-08-28,RELIGARE,Religare Enterprises Ltd.,FINANCE,cnx500_Aug2014.pdf,15,NSE_DE21F68BED21,ACTIVE_DATE_MATCH,1
2014-08-28,RELINFRA,Reliance Infrastructure Ltd.,POWER,cnx500_Aug2014.pdf,15,NSE_A8C2AF338260,ACTIVE_DATE_MATCH,1
2014-08-28,RENUKA,Shree Renuka Sugars Ltd.,SUGAR,cnx500_Aug2014.pdf,15,NSE_91BD03BB23F6,ACTIVE_DATE_MATCH,1
2014-08-28,RIIL,Reliance Industrial Infrastructure Ltd.,ENGINEERING,cnx500_Aug2014.pdf,15,NSE_824143CEF952,ACTIVE_DATE_MATCH,1
2014-08-28,ROLTA,Rolta India Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,15,NSE_0797DFD05BFD,ACTIVE_DATE_MATCH,1
2014-08-28,RPOWER,Reliance Power Ltd.,POWER,cnx500_Aug2014.pdf,15,NSE_DDAD0193F2D5,ACTIVE_DATE_MATCH,1
2014-08-28,RUCHISOYA,Ruchi Soya Industries Ltd.,SOLVENT EXTRACTION,cnx500_Aug2014.pdf,15,NSE_9D8A71CA7906,ACTIVE_DATE_MATCH,1
2014-08-28,SADBHAV,Sadbhav Engineering Ltd,CONSTRUCTION,cnx500_Aug2014.pdf,15,NSE_A06CF0562665,ACTIVE_DATE_MATCH,1
2014-08-28,SAIL,Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,15,NSE_355BD0212158,ACTIVE_DATE_MATCH,1
2014-08-28,SANOFI,Sanofi India Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,15,NSE_6F9A1FD4047C,ACTIVE_DATE_MATCH,1
2014-08-28,SBBJ,State Bank of Bikaner & Jaipur Ltd.,BANKS,cnx500_Aug2014.pdf,15,NSE_C23A48F8DAF4,ACTIVE_DATE_MATCH,1
2014-08-28,SBIN,State Bank of India,BANKS,cnx500_Aug2014.pdf,15,NSE_72441487C6F0,ACTIVE_DATE_MATCH,1
2014-08-28,SBT,State Bank of Travancore,BANKS,cnx500_Aug2014.pdf,15,NSE_633BD53DAEC1,ACTIVE_DATE_MATCH,1
2014-08-28,SCI,Shipping Corporation of India Ltd.,SHIPPING,cnx500_Aug2014.pdf,15,NSE_FECEC1EAA0A3,ACTIVE_DATE_MATCH,1
2014-08-28,SEINV,S.E. Investments Ltd.,FINANCE,cnx500_Aug2014.pdf,16,NSE_D57CF4D8191A,ACTIVE_DATE_MATCH,1
2014-08-28,SHANTIGEAR,Shanthi Gears Ltd.,AUTO ANCILLARIES,cnx500_Aug2014.pdf,16,NSE_E9019530042D,ACTIVE_DATE_MATCH,1
2014-08-28,SHASUNPHAR,Shasun Pharmaceuticals Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,16,NSE_86E36E8E07A0,ACTIVE_DATE_MATCH,1
2014-08-28,SHOPERSTOP,Shoppers Stop Ltd.,MISCELLANEOUS,cnx500_Aug2014.pdf,16,NSE_FA3A03D8F627,ACTIVE_DATE_MATCH,1
2014-08-28,SHREECEM,Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,16,NSE_30B63CA17706,ACTIVE_DATE_MATCH,1
2014-08-28,SHRENUJ,Shrenuj & Co. Ltd.,GEMS JEWELLERY AND WATCHES,cnx500_Aug2014.pdf,16,NSE_9B813D17D74B,ACTIVE_DATE_MATCH,1
2014-08-28,SHRIRAMCIT,Shriram City Union Finance Ltd.,FINANCE,cnx500_Aug2014.pdf,16,NSE_A4E2E02F6E83,ACTIVE_DATE_MATCH,1
2014-08-28,SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,cnx500_Aug2014.pdf,16,NSE_6E385AB3FF62,ACTIVE_DATE_MATCH,1
2014-08-28,SIMPLEXINF,Simplex Infrastructures Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,16,NSE_021F12AAAD79,ACTIVE_DATE_MATCH,1
2014-08-28,SINTEX,Sintex Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS,cnx500_Aug2014.pdf,16,NSE_7F1FE9599769,ACTIVE_DATE_MATCH,1
2014-08-28,SKFINDIA,SKF India Ltd.,BEARINGS,cnx500_Aug2014.pdf,16,NSE_20780186B67E,ACTIVE_DATE_MATCH,1
2014-08-28,SKSMICRO,SKS Microfinance Ltd.,FINANCE,cnx500_Aug2014.pdf,16,NSE_276B655CD1C9,ACTIVE_DATE_MATCH,1
2014-08-28,SKUMARSYNF,S. Kumars Nationwide Ltd.,TEXTILE PRODUCTS,cnx500_Aug2014.pdf,16,NSE_824DBB53889B,ACTIVE_DATE_MATCH,1
2014-08-28,SOBHA,Sobha Developers Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,16,NSE_EB6FFADD9772,ACTIVE_DATE_MATCH,1
2014-08-28,SONASTEER,Sona Koyo Steering Systems Ltd.,AUTO ANCILLARIES,cnx500_Aug2014.pdf,16,NSE_D00C1130DAE7,ACTIVE_DATE_MATCH,1
2014-08-28,SONATSOFTW,Sonata Software Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,16,NSE_8EE3E878FAE5,ACTIVE_DATE_MATCH,1
2014-08-28,SOUTHBANK,South Indian Bank Ltd.,BANKS,cnx500_Aug2014.pdf,16,NSE_A80DD1EFE223,ACTIVE_DATE_MATCH,1
2014-08-28,SPARC,Sun Pharma Advanced Research Company Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,16,NSE_2BB23E58EEE2,ACTIVE_DATE_MATCH,1
2014-08-28,SREINFRA,SREI Infrastructure Finance Ltd.,FINANCE,cnx500_Aug2014.pdf,16,NSE_CEF9C41C45DE,ACTIVE_DATE_MATCH,1
2014-08-28,SRF,SRF Ltd.,TEXTILES - SYNTHETIC,cnx500_Aug2014.pdf,16,NSE_984031314A32,ACTIVE_DATE_MATCH,1
2014-08-28,SRTRANSFIN,Shriram Transport Finance Co. Ltd.,FINANCE,cnx500_Aug2014.pdf,16,NSE_DB2FD1378512,ACTIVE_DATE_MATCH,1
2014-08-28,SSLT,Sesa Sterlite Ltd.,MINING,cnx500_Aug2014.pdf,16,NSE_4F03492E4C4E,ACTIVE_DATE_MATCH,1
2014-08-28,STAR,Strides Arcolab Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,16,NSE_72AFBEE07E5D,ACTIVE_DATE_MATCH,1
2014-08-28,STRTECH,Sterlite Technologies Ltd.,ELECTRICAL EQUIPMENT,cnx500_Aug2014.pdf,16,NSE_D8BF1C07E0AE,ACTIVE_DATE_MATCH,1
2014-08-28,SUNDARMFIN,Sundaram Finance Ltd.,FINANCE,cnx500_Aug2014.pdf,16,NSE_D33E443DE34A,ACTIVE_DATE_MATCH,1
2014-08-28,SUNDRMFAST,Sundram Fasteners Ltd.,FASTNERS,cnx500_Aug2014.pdf,16,NSE_85D928902B89,ACTIVE_DATE_MATCH,1
2014-08-28,SUNPHARMA,Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,16,NSE_F10BDBDE333C,ACTIVE_DATE_MATCH,1
2014-08-28,SUNTECK,Sunteck Realty Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,17,NSE_A99ADF364CB3,ACTIVE_DATE_MATCH,1
2014-08-28,SUNTV,Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,cnx500_Aug2014.pdf,17,NSE_C018B89345AE,ACTIVE_DATE_MATCH,1
2014-08-28,SUPPETRO,Supreme Petrochem Ltd.,PETROCHEMICALS,cnx500_Aug2014.pdf,17,NSE_AA00EC8A4A3D,ACTIVE_DATE_MATCH,1
2014-08-28,SUPREMEIND,Supreme Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS,cnx500_Aug2014.pdf,17,NSE_ED3DAAB833BE,ACTIVE_DATE_MATCH,1
2014-08-28,SUPREMEINF,Supreme Infrastructure India Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,17,NSE_978A4180C4F3,ACTIVE_DATE_MATCH,1
2014-08-28,SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,cnx500_Aug2014.pdf,17,NSE_F6C28C2DB744,ACTIVE_DATE_MATCH,1
2014-08-28,SWANENERGY,Swan Energy Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,17,NSE_D12898B9CF83,ACTIVE_DATE_MATCH,1
2014-08-28,SWARAJENG,Swaraj Engines Ltd.,DIESEL ENGINES,cnx500_Aug2014.pdf,17,NSE_7A24E610012A,ACTIVE_DATE_MATCH,1
2014-08-28,SYNDIBANK,Syndicate Bank,BANKS,cnx500_Aug2014.pdf,17,NSE_74623765623B,ACTIVE_DATE_MATCH,1
2014-08-28,TATACHEM,Tata Chemicals Ltd.,CHEMICALS - INORGANIC,cnx500_Aug2014.pdf,17,NSE_806E57D11FFC,ACTIVE_DATE_MATCH,1
2014-08-28,TATACOFFEE,Tata Coffee Ltd.,TEA AND COFFEE,cnx500_Aug2014.pdf,17,NSE_13CDBE86B707,ACTIVE_DATE_MATCH,1
2014-08-28,TATACOMM,Tata Communications Ltd.,TELECOMMUNICATION - SERVICES,cnx500_Aug2014.pdf,17,NSE_C941893EE311,ACTIVE_DATE_MATCH,1
2014-08-28,TATAELXSI,Tata Elxsi Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,17,NSE_00202FB0EFF6,ACTIVE_DATE_MATCH,1
2014-08-28,TATAGLOBAL,Tata Global Beverages Ltd.,TEA AND COFFEE,cnx500_Aug2014.pdf,17,NSE_31E61AFCD7A5,ACTIVE_DATE_MATCH,1
2014-08-28,TATAINVEST,Tata Investment Corporation Ltd.,FINANCE,cnx500_Aug2014.pdf,17,NSE_CC1A452E363C,ACTIVE_DATE_MATCH,1
2014-08-28,TATAMOTORS,Tata Motors Ltd.,AUTOMOBILES - 4 WHEELERS,cnx500_Aug2014.pdf,17,NSE_092A1C3253B4,ACTIVE_DATE_MATCH,1
2014-08-28,TATAPOWER,Tata Power Co. Ltd.,POWER,cnx500_Aug2014.pdf,17,NSE_53A37C11E6D9,ACTIVE_DATE_MATCH,1
2014-08-28,TATASPONGE,Tata Sponge Iron Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,17,NSE_418B7FB30526,ACTIVE_DATE_MATCH,1
2014-08-28,TATASTEEL,Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,17,NSE_8D39D27D1A12,ACTIVE_DATE_MATCH,1
2014-08-28,TBZ,Tribhovandas Bhimji Zaveri Ltd.,GEMS JEWELLERY AND WATCHES,cnx500_Aug2014.pdf,17,NSE_96586AD2DEEB,ACTIVE_DATE_MATCH,1
2014-08-28,TCS,Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,17,NSE_DBD0EB2724E0,ACTIVE_DATE_MATCH,1
2014-08-28,TDPOWERSYS,TD Power Systems Ltd.,ELECTRICAL EQUIPMENT,cnx500_Aug2014.pdf,17,NSE_3087CF0E8810,ACTIVE_DATE_MATCH,1
2014-08-28,TECHM,Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,17,NSE_469BDD916F8C,ACTIVE_DATE_MATCH,1
2014-08-28,TECHNO,Techno Elt & Eng Co. Ltd.,ENGINEERING,cnx500_Aug2014.pdf,17,NSE_3D6C785A9060,ACTIVE_DATE_MATCH,1
2014-08-28,THERMAX,Thermax Ltd.,ELECTRICAL EQUIPMENT,cnx500_Aug2014.pdf,17,NSE_6E05591D6516,ACTIVE_DATE_MATCH,1
2014-08-28,THOMASCOOK,Thomas Cook (India) Ltd.,TRAVEL AND TRANSPORT,cnx500_Aug2014.pdf,17,NSE_AA256B638694,ACTIVE_DATE_MATCH,1
2014-08-28,TINPLATE,Tinplate Company of India Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,17,NSE_74672BDAB0C4,ACTIVE_DATE_MATCH,1
2014-08-28,TITAN,Titan Company Ltd.,GEMS JEWELLERY AND WATCHES,cnx500_Aug2014.pdf,18,NSE_700DCF5139DE,ACTIVE_DATE_MATCH,1
2014-08-28,TNPL,Tamil Nadu Newsprint & Papers Ltd.,PAPER AND PAPER PRODUCTS,cnx500_Aug2014.pdf,18,NSE_E7F329485D3D,ACTIVE_DATE_MATCH,1
2014-08-28,TORNTPHARM,Torrent Pharmaceuticals Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,18,NSE_9B0B508C6670,ACTIVE_DATE_MATCH,1
2014-08-28,TORNTPOWER,Torrent Power Ltd.,POWER,cnx500_Aug2014.pdf,18,NSE_C22A32F7BD26,ACTIVE_DATE_MATCH,1
2014-08-28,TREEHOUSE,Tree House Education & Accessories Ltd.,MISCELLANEOUS,cnx500_Aug2014.pdf,18,NSE_403ED77BEF36,ACTIVE_DATE_MATCH,1
2014-08-28,TRENT,Trent Ltd.,MISCELLANEOUS,cnx500_Aug2014.pdf,18,NSE_31B20A2BAC7A,ACTIVE_DATE_MATCH,1
2014-08-28,TRIDENT,Trident Ltd.,TEXTILE PRODUCTS,cnx500_Aug2014.pdf,18,NSE_0BA72B875543,ACTIVE_DATE_MATCH,1
2014-08-28,TTKPRESTIG,TTK Prestige Ltd.,CONSUMER DURABLES,cnx500_Aug2014.pdf,18,NSE_9BCCFC53AEB0,ACTIVE_DATE_MATCH,1
2014-08-28,TUBEINVEST,Tube Investments of India Ltd.,CYCLES,cnx500_Aug2014.pdf,18,NSE_EC24712264F2,ACTIVE_DATE_MATCH,1
2014-08-28,TV18BRDCST,TV18 Broadcast Ltd.,MEDIA & ENTERTAINMENT,cnx500_Aug2014.pdf,18,NSE_20BC4C6421FA,ACTIVE_DATE_MATCH,1
2014-08-28,TVSMOTOR,TVS Motor Company Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,cnx500_Aug2014.pdf,18,NSE_4FD30BCE01EE,ACTIVE_DATE_MATCH,1
2014-08-28,UBL,United Breweries Ltd.,BREW/DISTILLERIES,cnx500_Aug2014.pdf,18,NSE_7ED501BBAD4A,ACTIVE_DATE_MATCH,1
2014-08-28,UCOBANK,UCO Bank,BANKS,cnx500_Aug2014.pdf,18,NSE_F8D058616E86,ACTIVE_DATE_MATCH,1
2014-08-28,UFLEX,UFLEX Ltd.,PACKAGING,cnx500_Aug2014.pdf,18,NSE_1B08C46FE83D,ACTIVE_DATE_MATCH,1
2014-08-28,ULTRACEMCO,UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,18,NSE_F4684F40FA77,ACTIVE_DATE_MATCH,1
2014-08-28,UNICHEMLAB,Unichem Laboratories Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,18,NSE_11D6411F8FF1,ACTIVE_DATE_MATCH,1
2014-08-28,UNIONBANK,Union Bank of India,BANKS,cnx500_Aug2014.pdf,18,NSE_14E9DE97CA1E,ACTIVE_DATE_MATCH,1
2014-08-28,UNITECH,Unitech Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,18,NSE_3A0DDDDAEB27,ACTIVE_DATE_MATCH,1
2014-08-28,UPL,UPL Ltd.,PESTICIDES AND AGROCHEMICALS,cnx500_Aug2014.pdf,18,NSE_A707E895DC5D,ACTIVE_DATE_MATCH,1
2014-08-28,USHAMART,Usha Martin Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,18,NSE_9A67203EFED3,ACTIVE_DATE_MATCH,1
2014-08-28,UTTAMSTL,Uttam Galva Steels Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,18,NSE_BE6B81B4D2AE,ACTIVE_DATE_MATCH,1
2014-08-28,VAIBHAVGBL,Vaibhav Global Ltd.,MISCELLANEOUS,cnx500_Aug2014.pdf,18,NSE_BBC622D344B2,ACTIVE_DATE_MATCH,1
2014-08-28,VAKRANGEE,Vakrangee Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,18,NSE_7F648FED7CF8,ACTIVE_DATE_MATCH,1
2014-08-28,VENKEYS,Venky's (India) Ltd.,FOOD AND FOOD PROCESSING,cnx500_Aug2014.pdf,18,NSE_F6D9EDF646AC,ACTIVE_DATE_MATCH,1
2014-08-28,VESUVIUS,Vesuvius India Ltd.,REFRACTORIES,cnx500_Aug2014.pdf,18,NSE_81E6A1C5A552,ACTIVE_DATE_MATCH,1
2014-08-28,VIDEOIND,Videocon Industries Ltd.,CONSUMER DURABLES,cnx500_Aug2014.pdf,18,NSE_BAF1627773E0,ACTIVE_DATE_MATCH,1
2014-08-28,VIJAYABANK,Vijaya Bank,BANKS,cnx500_Aug2014.pdf,18,NSE_297F6BD649A1,ACTIVE_DATE_MATCH,1
2014-08-28,VIPIND,V.I.P. Industries Ltd.,PLASTIC AND PLASTIC PRODUCTS,cnx500_Aug2014.pdf,19,NSE_2C5F1FC0CC8C,ACTIVE_DATE_MATCH,1
2014-08-28,VOLTAS,Voltas Ltd.,ENGINEERING,cnx500_Aug2014.pdf,19,NSE_18C985741CBC,ACTIVE_DATE_MATCH,1
2014-08-28,VSTIND,VST Industries Ltd.,CIGARETTES,cnx500_Aug2014.pdf,19,NSE_BB53E120FC24,ACTIVE_DATE_MATCH,1
2014-08-28,VTL,Vardhman Textiles Ltd.,TEXTILES - COTTON,cnx500_Aug2014.pdf,19,NSE_5E0EA36A1031,ACTIVE_DATE_MATCH,1
2014-08-28,WABCOINDIA,WABCO India Ltd.,AUTO ANCILLARIES,cnx500_Aug2014.pdf,19,NSE_39600F11BB9A,ACTIVE_DATE_MATCH,1
2014-08-28,WELSPUNIND,Welspun India Ltd.,TEXTILE PRODUCTS,cnx500_Aug2014.pdf,19,NSE_2216670637F8,ACTIVE_DATE_MATCH,1
2014-08-28,WHIRLPOOL,Whirlpool of India Ltd.,CONSUMER DURABLES,cnx500_Aug2014.pdf,19,NSE_662663CCD5A1,ACTIVE_DATE_MATCH,1
2014-08-28,WIPRO,Wipro Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,19,NSE_060294DF8B9D,ACTIVE_DATE_MATCH,1
2014-08-28,WOCKPHARMA,Wockhardt Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,19,NSE_3F3FCC28A216,ACTIVE_DATE_MATCH,1
2014-08-28,WSTCSTPAPR,West Coast Paper Mills Ltd.,PAPER AND PAPER PRODUCTS,cnx500_Aug2014.pdf,19,NSE_5BF7C734A16F,ACTIVE_DATE_MATCH,1
2014-08-28,YESBANK,Yes Bank Ltd.,BANKS,cnx500_Aug2014.pdf,19,NSE_BF514F1F2D5F,ACTIVE_DATE_MATCH,1
2014-08-28,ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,cnx500_Aug2014.pdf,19,NSE_0144F0CB1BA0,ACTIVE_DATE_MATCH,1
2014-08-28,ZENSARTECH,Zensar Technolgies Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,19,NSE_328A23F1543C,ACTIVE_DATE_MATCH,1
2014-08-28,ZYDUSWELL,Zydus Wellness Ltd.,FOOD AND FOOD PROCESSING,cnx500_Aug2014.pdf,19,NSE_EFCAC85BC356,ACTIVE_DATE_MATCH,1
