security_id,published_symbol,membership_from,membership_to,listing_or_first_observed_date,date_evidence,days_membership_precedes_reference,status
NSE_9B4AC7DEFB0B,RUPA,2017-09-29,2019-09-27,2011-12-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9B813D17D74B,SHRENUJ,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_9B9A5379FE9C,KIRLOSENG,2016-04-01,2016-09-30,2010-12-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9B9A5379FE9C,KIRLOSENG,2019-03-29,2020-06-26,2010-12-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9BCCFC53AEB0,TTKPRESTIG,2014-08-28,,1999-12-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9BE1DE6AAF18,TTML,2016-04-01,2016-09-30,2000-10-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9BE1DE6AAF18,TTML,2021-09-30,,2000-10-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9CB97949D5FC,IOLCP,2020-09-25,2022-03-31,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_9CD0408E0E4C,TRITURBINE,2016-04-01,2017-09-29,2011-10-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9CD0408E0E4C,TRITURBINE,2019-03-29,2019-09-27,2011-10-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9CD0408E0E4C,TRITURBINE,2019-12-27,2020-06-26,2011-10-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9CD0408E0E4C,TRITURBINE,2021-03-31,,2011-10-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9D7CF58927D5,BANKINDIA,2014-08-28,,1997-04-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9D8A71CA7906,RUCHISOYA,2014-08-28,2017-09-29,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_9DA2E7FA6B2C,BIOCON,2014-08-28,,2004-04-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9E3BB2CB962F,TIFIN,2018-02-05,,2017-09-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9E4C0423BFF8,GUJALKALI,2014-08-28,2016-04-01,1997-08-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9E4C0423BFF8,GUJALKALI,2017-03-31,,1997-08-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9E788BED7AEF,KALPATPOWR,2014-08-28,,2000-12-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9E9C47A8D1E8,LUXIND,2018-09-28,,2015-11-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9EF7F390DA4E,DEEPAKFERT,2014-08-28,2019-09-27,2003-01-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9EF7F390DA4E,DEEPAKFERT,2022-09-30,,2003-01-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9F5985EF710B,GTLINFRA,2014-08-28,2016-04-01,2006-11-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9FB7052822E7,CESC,2014-08-28,2018-02-05,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9FB7052822E7,CESC,2019-03-29,,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A06CF0562665,SADBHAV,2014-08-28,2020-09-25,2006-03-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A06E3D43B46B,IRCTC,2020-06-26,,2019-10-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A08F17915A97,CANBK,2014-08-28,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A0B6C42B481E,LTTS,2017-03-31,,2016-09-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A1266372E70C,HINDALCO,2014-08-28,,1997-01-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A1420584FE56,KOLTEPATIL,2014-08-28,2021-03-31,2007-12-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A1488DA9F95B,GLAND,2021-06-30,,2020-11-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A1916F6B767C,FIVESTAR,2023-03-31,,2022-11-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A1950E96A064,PURVA,2014-08-28,2016-09-30,2007-08-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A21D36A1385B,PENIND,2015-03-27,2016-04-01,2010-11-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A2FDD2855BD3,HDFCBANK,2014-08-28,,1995-11-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A3D7B6571FE8,ADANITRANS,2016-04-01,,2015-07-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A419303521D6,INFINITE,2014-08-28,2014-09-19,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A4A1DA6E345C,INOXLEISUR,2014-08-28,2023-02-17,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A4B76A210E61,PEL,2014-08-28,2022-08-08,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A4B76A210E61,PEL,2023-03-31,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A4E2E02F6E83,SHRIRAMCIT,2014-08-28,2022-08-08,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A508378B12ED,CAPLIPOINT,2016-04-01,2023-03-31,2014-06-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A5EA8EAC7050,APLAPOLLO,2016-09-30,,2011-12-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A5F41D94549C,COROMANDEL,2014-08-28,,1995-05-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A707E895DC5D,UPL,2014-08-28,,2004-01-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A70C90104344,GODREJCP,2014-08-28,,2001-06-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A719D8A80060,AETHER,2022-09-30,,2022-06-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A787B7252904,POLARIS,2014-08-28,2014-09-19,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A787B7252904,POLARIS,2016-04-01,2018-02-05,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A7A22C73AF33,JETAIRWAYS,2016-04-01,2019-09-24,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A80DD1EFE223,SOUTHBANK,2014-08-28,2021-03-31,1998-12-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A8A9E5C75DCE,DCMSHRIRAM,2014-08-28,,1995-04-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A8C2AF338260,RELINFRA,2014-08-28,2020-06-26,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A8C822E94F3E,KENNAMET,2019-12-27,2020-06-26,2019-08-19,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A8C822E94F3E,KENNAMET,2023-03-31,,2019-08-19,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_A935B8CC4714,RCOM,2014-08-28,2019-09-27,2006-03-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_A99ADF364CB3,SUNTECK,2014-08-28,,2009-11-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AA00EC8A4A3D,SUPPETRO,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_AA00EC8A4A3D,SUPPETRO,2017-09-29,2018-04-02,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_AA00EC8A4A3D,SUPPETRO,2020-09-25,2022-04-07,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_AA256B638694,THOMASCOOK,2014-08-28,2019-09-27,2000-06-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AA76C16C46C5,BIRLACORPN,2014-08-28,,1995-04-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AA8359966309,DEN,2014-08-28,2019-03-29,2009-11-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AA8359966309,DEN,2019-09-27,2019-12-27,2009-11-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AB2CD07E1D43,SITICABLE,2015-09-28,2017-03-31,2007-01-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AB585951AF9C,HCL-INSYS,2014-08-28,2019-03-29,1997-01-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AC0D43FBAC0F,NBCC,2014-08-28,,2012-04-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AC3D2D310E00,CUB,2014-08-28,,1998-08-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AC850CBABC55,NCC,2014-08-28,,2003-10-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AD18A213DACB,KIMS,2022-03-31,,2021-06-28,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_AD2E7AA5247F,ABSLAMC,2022-03-31,2023-03-31,2021-10-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AD4461AE56EF,TVSSRICHAK,2016-04-01,2019-03-29,2007-02-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AD5A80C76970,FORTIS,2014-08-28,2018-02-05,2007-05-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AD5A80C76970,FORTIS,2018-12-28,,2007-05-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AE25FA292E6D,KNRCON,2015-03-27,2016-04-01,2008-02-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AE25FA292E6D,KNRCON,2017-03-31,2017-09-29,2008-02-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AE25FA292E6D,KNRCON,2018-04-02,,2008-02-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AE2862139B09,WHEELS,2014-09-19,2016-04-01,2000-04-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AE4994F757D1,KIOCL,2018-06-29,2019-09-27,2016-11-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AE697C87E3F3,SHARDACROP,2016-04-01,2018-04-02,2014-09-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AE697C87E3F3,SHARDACROP,2019-03-29,2019-09-27,2014-09-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AE697C87E3F3,SHARDACROP,2021-03-31,2022-03-31,2014-09-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AE697C87E3F3,SHARDACROP,2022-09-30,,2014-09-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AF1487EA4B1C,RAJTV,2014-08-28,2015-03-27,2007-03-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AF3172BFD228,EMAMILTD,2014-08-28,,2006-08-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AF3197470457,LATENTVIEW,2022-03-31,,2021-11-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AF4B789C4B78,HATSUN,2018-02-05,2023-03-31,2014-06-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_AFFB9705212D,BANDHANBNK,2018-09-28,,2018-03-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B02D9BEB0D0A,NOCIL,2014-09-19,2016-04-01,1996-01-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B02D9BEB0D0A,NOCIL,2020-09-25,,1996-01-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B04856B88EED,CROMPTON,2016-11-15,,2016-05-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B048A6C4157A,LUPIN,2014-08-28,,2001-09-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B0B59A3FBF07,HINDPETRO,2014-08-28,,1998-06-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B0F020774F39,IBSEC,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_B0F020774F39,IBVENTURES,2017-09-29,2023-03-31,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_B1CE9DB32D9A,GESHIP,2014-08-28,,2006-11-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B1D2A8B04E95,FINEORG,2019-03-29,,2018-07-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B1E9367C5B99,APTECHT,2014-08-28,2014-09-19,2002-09-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B24D84EAEDA8,BURGERKING,2021-04-29,,2020-12-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B3012E7D6C4A,HCC,2014-08-28,2019-03-29,2003-04-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B314BB60ABB8,NESCO,2018-04-02,2022-09-30,2008-04-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B34554B04EA8,INGERRAND,2014-08-28,2017-03-31,1999-04-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B34554B04EA8,INGERRAND,2017-09-29,2018-04-02,1999-04-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B34554B04EA8,INGERRAND,2020-06-26,2022-03-31,1999-04-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B34554B04EA8,INGERRAND,2023-03-31,,1999-04-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B3968699E9E2,INTELLECT,2016-04-01,2020-09-25,2014-12-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B3968699E9E2,INTELLECT,2021-03-31,,2014-12-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B3E526664FC0,AMARAJABAT,2014-08-28,,2003-09-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B41F7AA07AC7,HDFCAMC,2019-03-29,,2018-08-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B46CD836B94A,AUTOAXLES,2014-08-28,2016-04-01,2003-05-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B585B7685364,IBULISL,2019-03-29,2020-06-26,2011-08-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B61709A06339,LTI,2017-03-31,,2016-07-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B6937CCD326A,ASTRAZEN,2014-08-28,2018-04-02,2001-05-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B6937CCD326A,ASTRAZEN,2019-03-29,2023-03-31,2001-05-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B7616A734F2C,TCI,2016-04-01,2016-04-29,2002-01-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B7616A734F2C,TCI,2022-09-30,,2002-01-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B773408C322B,PNB,2014-08-28,,2002-04-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B81E8F19FC12,RELIANCE,2014-08-28,,1995-11-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B821A8B7C241,ADVANTA,2014-08-28,2016-04-29,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_B88435B10855,ELGIEQUIP,2014-08-28,2016-09-30,1995-11-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B88435B10855,ELGIEQUIP,2018-09-28,,1995-11-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B8C8A459A862,DHANBANK,2014-08-28,2016-04-01,2004-04-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_B90722703E30,INDIACEM,2014-08-28,,2000-05-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BAEF1893624D,CUMMINSIND,2014-08-28,,1995-03-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BAF1627773E0,VIDEOIND,2014-08-28,2018-03-13,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_BB53E120FC24,VSTIND,2014-08-28,2017-09-29,2003-09-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BB53E120FC24,VSTIND,2019-03-29,2021-09-30,2003-09-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BB7D75A98B81,NDTV,2015-03-27,2016-04-01,2004-05-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BBAFE94E6772,CHEMPLASTS,2022-03-31,,2021-08-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BBC622D344B2,VAIBHAVGBL,2014-08-28,2016-09-30,2004-04-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BBC622D344B2,VAIBHAVGBL,2019-09-24,,2004-04-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BC781E1A1FE3,HATHWAY,2014-08-28,2019-12-27,2010-02-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BC781E1A1FE3,HATHWAY,2020-06-26,2021-03-31,2010-02-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BC781E1A1FE3,HATHWAY,2021-09-30,2022-09-30,2010-02-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BCFDB4A1DA40,MCLEODRUSS,2014-08-28,2019-03-29,2005-07-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BD367B35C4B6,MUTHOOTFIN,2014-08-28,,2011-05-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BD4742D366FC,BHARTIARTL,2014-08-28,,2002-02-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BD47FE0A54BC,LT,2014-08-28,,2004-06-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BDA35C5DEB61,SFL,2017-06-23,2018-09-28,2016-12-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BDA35C5DEB61,SFL,2018-12-28,2023-03-31,2016-12-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BDD195E0616C,SUVENPHAR,2020-09-25,,2020-03-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BDD4AB6745AE,ITC,2014-08-28,,1995-08-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BE2FF8182DD5,JAMNAAUTO,2019-03-29,,2010-12-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BE6B81B4D2AE,UTTAMSTL,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_BE847AB99029,JYOTISTRUC,2014-08-28,2016-04-01,1995-07-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BF514F1F2D5F,YESBANK,2014-08-28,2020-03-19,2005-07-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BF514F1F2D5F,YESBANK,2020-09-25,,2005-07-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BF592878D9DA,JSWENERGY,2014-08-28,,2010-01-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_BFBEFE6B6DB3,MANAPPURAM,2016-04-01,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_C018B89345AE,SUNTV,2014-08-28,,2006-04-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C0628B35007C,ESABINDIA,2014-08-28,2016-04-01,1995-11-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C0628B35007C,ESABINDIA,2020-06-26,2021-03-31,1995-11-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C07DB11DA201,SPTL,2018-04-02,2019-09-27,2017-08-08,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_C0979F2D6F8D,CRISIL,2014-08-28,,1995-06-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C1DAEF86162E,QUESS,2017-03-31,,2016-07-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C22A32F7BD26,TORNTPOWER,2014-08-28,,2006-11-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C23A48F8DAF4,SBBJ,2014-08-28,2017-03-16,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_C27A7287553C,KEI,2019-03-29,,2006-03-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C2B697FEC9E7,GAEL,2020-09-25,,2000-10-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C2FFE122E26D,ONGC,2014-08-28,,1995-07-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C3B5E11EC34E,RUSTOMJEE,2023-03-31,,2022-11-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C43FB1E82A75,FINANTECH,2014-08-28,2016-09-30,2005-06-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C443D626D98E,JUBLFOOD,2014-08-28,,2010-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C449D23376D8,DYNAMATECH,2015-02-02,2017-03-31,2006-09-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C457B5E6B67B,SIS,2018-04-02,2023-03-31,2017-08-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C4988FC46272,CAIRN,2014-08-28,2016-11-15,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_C5287A347B58,ESCORTS,2014-08-28,,1995-03-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C54F12602AF9,ACC,2014-08-28,,1996-11-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C558FE982959,CLNINDIA,2014-08-28,2016-09-30,1995-06-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C5E1346C906E,TRIVENI,2022-05-31,,2005-12-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C60D64EC58FE,ARVIND,2014-08-28,2015-02-02,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C60D64EC58FE,ARVIND,2015-12-14,2018-06-29,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C617F8AD6C46,CHALET,2019-06-28,2020-06-26,2019-02-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C617F8AD6C46,CHALET,2020-09-25,,2019-02-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C653EAD813FF,KRBL,2015-09-28,,2002-01-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C7F339E43E8B,CEATLTD,2015-06-15,,2008-02-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C900A7D9B807,CARERATING,2014-08-28,2021-03-31,2012-12-26,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C911E612925E,HMT,2016-04-01,2016-09-30,2003-08-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C91869243FA4,TECHNOE,2019-09-27,2020-06-26,2018-12-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C941893EE311,TATACOMM,2014-08-28,2018-06-29,1995-04-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C941893EE311,TATACOMM,2020-06-26,,1995-04-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C9730FDF32DB,ABGSHIP,2014-08-28,2016-09-30,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_C9C5A501D2C2,ALEMBICLTD,2020-09-25,2022-03-31,1999-09-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_C9E4C554809A,SAPPHIRE,2022-03-31,,2021-11-18,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_CA1A054ED475,ASTERDM,2018-06-29,,2018-02-26,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CA3DF13D56B2,BALLARPUR,2014-08-28,2018-09-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_CA42918156CA,INFIBEAM,2016-09-30,2020-11-25,2016-04-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CA42918156CA,INFIBEAM,2021-04-29,,2016-04-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CB495D5D7660,MEDPLUS,2022-03-31,,2021-12-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CBDF2B22A73F,HSIL,2014-08-28,2018-12-28,2000-05-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CC0C56B55A2D,HIMATSEIDE,2014-08-28,2020-09-25,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CC1A452E363C,TATAINVEST,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_CC1A452E363C,TATAINVEST,2017-03-31,2021-09-30,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_CC1A452E363C,TATAINVEST,2022-03-31,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_CD88130B9E52,PAYTM,2022-03-31,,2021-11-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CD8EB44B80FD,FLUOROCHEM,2020-06-26,,2019-10-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CDAA948370DB,HLEGLAS,2022-03-31,,2021-02-22,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_CE1B55B0FE79,DALBHARAT,2019-06-28,,2019-01-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CE21025CD02D,VGUARD,2016-04-01,,2008-03-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_CEF9C41C45DE,SREINFRA,2014-08-28,2019-09-27,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_CF7DBA3753F8,SHYAMMETL,2022-03-31,,2021-06-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_D00C1130DAE7,SONASTEER,2014-08-28,2016-04-01,2004-01-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_D00C1130DAE7,JTEKTINDIA,2020-09-14,2021-09-30,2004-01-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_D0658C86F917,ZEELEARN,2016-04-01,2018-09-28,2010-12-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_D0ABB9249124,BGRENERGY,2014-08-28,2015-09-28,2008-01-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_D0ABB9249124,BGRENERGY,2016-04-01,2018-09-28,2008-01-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_D105ECB9BB5E,INDRAMEDCO,2014-08-28,2014-09-19,1997-04-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_D10A18C00D0B,MTNL,2016-04-01,2018-09-28,1999-02-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_D12898B9CF83,SWANENERGY,2014-08-28,2021-09-30,2012-05-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
